F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-1,12,-7.44,3.04,3,0.83,-56.34,19.36,3.69,22.46,-5.45,2.74,-526.22,1.22,-7.31,False
-4,300,-6.06,19.3,30,6,123.66,35.46,-11.19,10.56,-6.04,-9.86,-466.22,-3.51,-7.04,True
-1,21,-6.69,0.7,3,0.49,-74.34,20.46,8.82,18.88,-6.19,-0.42,-484.22,1.56,-6.69,True
-14,1080,-6.11,13.8,30,5.75,-221.34,31.46,-2.64,12.68,-7.99,-7.82,-726.22,-2.94,-6.74,False
-4,105,-2.15,11.6,30,5.3,-101.34,37.26,-3.81,8.78,-4.53,-9.62,-666.22,-4.43,-8.26,True
-4,135,-2.43,21.1,30,6.8,138.66,33.26,-2.31,10.96,-6.14,-7.32,-806.22,-2.91,-6.24,False
-4,420,-1.16,16.4,30,10.2,-11.34,33.16,-12.45,10.34,-5.52,-5.12,-526.22,-4.46,-7.25,True
-3,216,-6.79,2.08,3,0.45,-104.34,20.48,4.95,19.58,-8.27,0.72,-482.22,0.62,-7.75,True
-24,75,-2.73,16.2,30,5.45,-191.34,32.56,-3.75,11.84,-5.36,-0.66,-706.22,-1.91,,False
-4,885,-2.43,20,30,5.3,123.66,34.06,-6.42,15.4,-6.59,-8.88,-726.22,-3.76,,False
-14,1080,-3.55,18,30,8.7,-131.34,29.46,-7.92,22.04,-5.93,-5,-526.22,-3.33,,False
-14,585,-2.02,10.7,15,5.7,-386.34,30.56,-4.14,17.44,-4.68,-8.54,-566.22,-1.03,,True
-14,1125,-1.83,11.2,30,5.4,-296.34,37.46,-11.1,12.88,-5.68,-10.2,-816.22,-4.27,,False
-14,1005,-1.96,24.8,30,9,168.66,31.46,-9.33,9.16,-6.84,-8.48,-586.22,-3.84,,False
-1,18,-6.81,1.9,3,0.73,-140.34,19.6,9.12,21.24,-5.4,2.48,-496.22,2.95,,False
-3,24,-10.63,2.86,3,0.59,-149.34,18.8,5.49,22.32,-6.32,1.92,-524.22,1.12,-7.1,True
-1,75,-6.75,3.6,3,0.6,-155.34,20,3.81,20.58,-7.46,1.46,-536.22,1.16,,True
-24,270,-3.35,14.8,30,6.7,-341.34,32.06,10.23,13.72,-6.39,-7.5,-846.22,-1.63,-6.97,False
-14,360,-4.64,14.5,30,5.9,-251.34,32.56,-8.97,11.24,-5.73,-4.36,-636.22,-3.43,-7.45,True
-4,840,-3.91,28.1,30,9.95,108.66,31.16,-12.27,11.78,-6.12,-10.46,-546.22,-3.97,-7.23,True
-4,975,-2.08,24.8,30,9.05,33.66,30.76,-8.52,13.68,-6.01,-8.98,-726.22,-3.44,,False
-1,48,-8.35,1.24,3,0.6,-116.34,20.68,7.02,20.28,-6.65,0.92,-542.22,1.2,-7.95,False
-3,126,-6.69,0.58,3,0.76,-146.34,20.58,4.2,18.78,-9.73,0.3,-504.22,1.07,,True
1,66,-7.29,1.94,3,0.37,-77.34,20.46,3.96,20.5,-9.53,0.46,-530.22,1.94,,True
-4,525,-2.63,23.9,30,7.05,183.66,28.76,-3.48,11,-5.64,-2.08,-506.22,1.81,,False
-4,1140,-2.11,19.2,30,9.65,48.66,33.96,-12.21,18.14,-6.57,-11.14,-476.22,-4.76,,False
-4,135,-3.69,21.7,30,9.65,-101.34,30.26,-9.75,10.48,-6.11,-6.08,-816.22,-3.59,,True
-14,840,-2.79,18.9,30,8.4,-56.34,30.66,-8.94,11.24,-5.05,-4.9,-856.22,-1.73,-5.79,False
-3,51,-7.84,0.42,3,0.27,-116.34,20.16,5.19,19.64,-6.65,2.16,-522.22,3.42,-6.66,False
-1,231,-8.47,2.34,3,0.82,-116.34,20.62,5.49,22.1,-7.06,-0.2,-498.22,1.15,-7.49,True
-3,63,-7.12,1.7,3,0.63,-158.34,19.24,4.14,21.14,-5.42,7.3,-484.22,1.95,,False
-14,465,-5.32,26.7,30,6.15,-326.34,30.16,-5.28,14.88,-4.3,-4.34,-796.22,-2.43,-5.68,False
-24,750,-3.05,15.8,15,5.2,-146.34,33.06,-7.59,9.42,-5.06,-3.42,-676.22,-3.41,,True
-4,150,-2.63,11.5,30,7,-71.34,31.66,-9.51,11.48,-5.89,-8.98,-686.22,-3.2,,False
-3,120,-6.85,3.78,3,0.92,-131.34,19.12,4.11,19.78,-5.57,1.04,-528.22,2.61,,False
-14,720,-3.54,19,30,6.7,78.66,30.86,-8.97,11.1,-5.56,-6.52,-556.22,-2.12,-5.54,False
-14,285,-3.96,20.4,30,6.1,63.66,28.86,-5.4,12.02,-6.51,-7.42,-546.22,-2.73,,False
-3,48,-7.13,3.68,3,0.79,-137.34,19.82,5.1,20.26,-5.84,0.4,-462.22,0.67,-9.4,True
-24,690,-2.05,11,30,8.9,-341.34,32.86,3.66,12.44,-5.04,-5.28,-626.22,-4.08,-8.47,True
-4,540,-3.47,22.9,30,6.45,153.66,34.06,-11.37,13.82,-5.84,-7.54,-636.22,-3.85,,True
-4,405,-2.7,24.2,30,7.45,-56.34,30.16,-6.96,16.18,-4.24,-6.18,-696.22,-3.23,-6.34,False
-3,96,-6.98,3.72,3,0.46,-116.34,18.66,5.55,20.8,-5.48,0.7,-508.22,1.05,,False
1,177,-6.56,3.08,3,0.53,-62.34,20.22,16.53,19.04,-7.02,3.84,-464.22,1.9,,True
-3,93,-7.16,1.46,3,0.89,-146.34,20.16,6.9,20.3,-5.45,-0.14,-510.22,3.07,,True
-3,54,-6.89,0.84,3,0.53,-158.34,20.62,7.92,21.84,-5.31,5.86,-492.22,0.66,-8.24,True
-14,1020,-4.75,28.1,30,5.05,123.66,29.26,-0.6,18.96,-6.32,-5.12,-766.22,-0.14,-4.32,False
1,3,-6.59,2.22,3,0.37,-41.34,20.44,6.24,24.4,-6.34,0.6,-494.22,3.17,,True
-4,705,-2.73,16.7,30,5.2,-86.34,31.76,-7.41,13.16,-6.59,-3.54,-576.22,-3.42,,False
-24,825,-3.58,17.3,30,5.9,-161.34,35.46,-9.87,11.14,-4.91,-5.94,-746.22,-1.64,-8.08,True
-14,885,-4.13,21.3,30,6.5,-236.34,34.26,-10.05,11.84,-6.15,-8.06,-566.22,-4.29,,True
-3,90,-7.88,1.08,3,0.91,-110.34,19.78,5.25,18.92,-6.77,-0.78,-464.22,1.29,,True
-4,195,-3.22,17,30,6.75,63.66,32.96,-9.15,13.66,-4.93,-9.06,-626.22,-3.13,,True
-1,57,-7.31,3,3,0.46,-80.34,19.48,6.9,19.48,-5.74,0.46,-506.22,0.84,-7.2,False
-14,825,-2.22,10,30,7.15,123.66,32.96,-7.47,12.94,-6.58,-5.46,-746.22,-3.4,-5.71,False
-24,990,-4.95,24.8,30,5.6,-341.34,32.26,1.38,13.76,-3.95,-6.46,-926.22,-1.44,,False
1,30,-7.03,2.34,3,0.37,-86.34,20.22,5.01,27.84,-6.68,-0.08,-494.22,1.78,,False
-4,150,-3.27,20.3,30,7.25,108.66,30.96,-6.27,12.56,-7.07,-7.44,-846.22,0.97,,False
-1,78,-8.24,2.82,3,0.58,-50.34,20.28,7.56,21.66,-5.57,1.34,-494.22,0.61,,True
-4,585,-3.76,20.8,30,6.45,3.66,34.56,-5.52,11.9,-7,-9.76,-626.22,-3.61,-7.33,True
-24,195,-2.8,16.3,30,6.25,-176.34,31.86,0.12,11.2,-7.41,-8.26,-756.22,1.57,-5.36,False
-14,75,-3.07,14.1,30,5.65,138.66,29.66,-3.93,14.82,-5.84,-5.86,-556.22,-0.67,-6.87,False
-14,150,-2.73,12.5,30,6.15,108.66,33.16,-2.64,13.76,-4.73,-7.62,-886.22,-1.33,-5.75,False
1,33,-6.93,3.82,3,0.65,-98.34,20.28,10.8,25.48,-5.72,3.6,-488.22,3.19,-8.96,True
-14,1065,-3.83,28.5,30,8.95,168.66,31.06,-7.29,10.68,-5.56,-7.72,-826.22,-3.7,,False
-4,360,-4.29,20.9,30,6.25,183.66,29.96,7.41,12.92,-7.8,-8.14,-606.22,-2.54,,False
-1,15,-13.4,1.92,3,0.23,-47.34,20.54,4.05,20.22,-5.57,1.88,-524.22,1.09,,False
-3,135,-6.55,3.12,3,0.89,-104.34,20.48,2.88,18.82,-7.09,1.06,-472.22,0.93,,True
-14,420,-4.75,27,30,6.1,-236.34,30.76,-4.11,14.02,-5.39,1.2,-866.22,-0.86,-5.81,False
-1,24,-7.06,3.42,3,0.54,-68.34,20.36,3.36,20.92,-6.79,-0.38,-506.22,1.81,-8.01,True
-1,39,-7.23,2.64,3,0.79,-140.34,20.44,8.19,19.28,-6.38,4.02,-522.22,1.62,-8.44,True
-1,78,-7.4,0.4,3,0.61,-98.34,20.22,5.49,19,-5.99,0.5,-468.22,0.79,-7.46,True
-1,162,-7.51,2.8,3,0.05,-110.34,20.32,5.22,20.8,-5.76,1.56,-486.22,1.05,-6.5,False
-1,78,-6.72,1.28,3,0.69,-137.34,19.94,4.74,24.7,-5.96,5.06,-518.22,4.7,-6.71,False
-1,51,-7.37,3.06,3,0.91,-152.34,20.42,3.99,18.94,-5.71,0.04,-476.22,1.51,,True
1,24,-6.79,2.78,3,0.44,-98.34,20.64,5.46,19.14,-5.57,-0.86,-480.22,0.77,-7.17,True
-1,36,-7.07,4.16,3,0.69,-104.34,20.28,2.97,19.44,-8.27,0.64,-492.22,0.88,,True
-4,930,-4.44,29.6,30,5.15,63.66,35.76,-8.01,9.86,-7.89,0.82,-716.22,-3.57,,False
-14,780,-2.49,15.5,30,9.15,-236.34,28.06,-7.41,10.82,-4.68,-9.38,-466.22,-2.9,,True
-2,90,-6.81,3.82,3,0.95,-101.34,19.76,6.18,20.04,-10.09,0.72,-544.22,1.05,-7.32,False
-3,39,-6.94,2.28,3,0.08,-140.34,19.3,5.04,20.4,-5.33,4.46,-478.22,1.22,,False
-4,690,-1.95,14.8,30,5.55,-71.34,36.96,-9.96,15.22,-6.19,-9.06,-676.22,-3.09,-7.18,True
-14,1155,-2.55,15,30,9.55,-11.34,29.66,-7.14,12.72,-6.75,-4.18,-846.22,-3.5,,False
-3,33,-7.72,0.68,3,0.88,-125.34,19.6,5.85,19.72,-6.77,0.54,-504.22,1.14,,False
1,6,-7.07,2.36,3,0,-59.34,20.04,8.1,20.22,-7,0.24,-504.22,4.09,,False
-3,144,-7.87,4.18,3,0.52,-113.34,20.56,3.45,22.48,-7.06,-0.28,-520.22,8.19,-7.83,True
-14,555,-4.44,26.3,30,7.4,-386.34,28.16,-5.67,15.1,-3.92,-6.42,-696.22,-1.74,-6,False
-1,6,-6.98,3.54,3,0.36,-113.34,19.26,4.71,20.66,-5.82,0.8,-476.22,1.78,-7.05,False
-14,825,-2.76,18.9,30,9.2,3.66,35.06,-10.17,8.48,-6.04,-7.32,-746.22,-2.33,-7.9,True
-3,33,-7,2,0,0.66,-128.34,19.36,8.82,20.28,-5.76,-0.62,-454.22,0.58,-7.52,True
-3,15,-6.94,3.32,3,0.32,-131.34,20.16,10.2,20.28,-5.78,5.7,-498.22,2.75,,True
-14,555,-1.82,21.9,30,5.05,168.66,37.56,-11.91,12.68,-5.14,-6.62,-716.22,-3.61,,True
1,18,-9.36,2.08,3,0.69,-53.34,19.98,4.74,28.22,-9.17,2.28,-504.22,2.23,,False
-4,570,-4.94,27.1,30,5.9,138.66,30.86,-5.19,11.46,-4.93,-6.02,-646.22,-2.72,,False
-1,27,-6.7,0.8,3,0.26,-92.34,20.72,6.84,20.08,-5.55,1.84,-526.22,1.21,-7.2,False
-3,144,-7.08,2.64,3,0.04,-122.34,20.38,4.38,19.32,-7.96,8.58,-522.22,0.75,-7.12,False
-1,9,-9.82,2.78,3,0.53,-146.34,20.68,11.04,21.6,-5.99,1.56,-468.22,0.44,-8.42,True
-14,600,-3.34,12.1,30,8.7,-101.34,36.56,-12.54,8.26,-5.52,-9.96,-766.22,-2.24,-8.65,True
-1,66,-7.25,1.76,3,0.85,-92.34,20.32,5.79,19.14,-5.68,-0.38,-490.22,1.31,,True
-14,1080,-2.42,15.4,30,6.95,-206.34,33.76,-5.91,13.14,-8.63,-7.36,-906.22,-0.82,-6.62,False
-14,30,-3.61,23,30,5.7,-86.34,31.26,3.15,13.22,-6.93,-3.06,-876.22,-2.27,-5.57,False
-4,255,-2.44,18.2,30,7.15,-11.34,32.96,-9.69,9.16,-4.94,-5.66,-516.22,-4.05,,True
-4,1065,-3.15,13.2,30,8.85,-101.34,29.76,-1.29,10.76,-7.93,-9.24,-706.22,-2.78,-7.48,False
-1,84,-6.44,1.46,3,0.44,-83.34,20.74,4.62,19.68,-6.34,2.56,-472.22,0.43,,True
-24,615,-4.72,13.8,30,7.45,-131.34,31.76,-8.19,12.16,-4.5,-6.08,-626.22,-3.43,,True
-1,168,-7.84,3.12,3,0.15,-122.34,20.48,3.81,20.66,-5.85,2.56,-482.22,3.64,-6.78,False
-4,165,-3.19,23,30,5.4,108.66,30.76,-6.09,12.04,-5.36,-4.84,-586.22,-3.15,-5.72,False
-14,900,-5.35,27.2,30,8.8,-341.34,29.16,6.3,12.22,-4.36,-6.88,-756.22,-2.5,-6.33,False
-4,990,-2.1,25.7,30,7.45,-26.34,36.96,-12.27,9.14,-6.32,-10.4,-856.22,-4.52,-7.01,True
-19,1080,-5.05,15.1,30,5.95,-116.34,29.76,0.81,13.32,-5.67,-2.98,-656.22,-2.41,-6,False
-14,45,-2.03,11,30,5.95,3.66,36.36,-9.3,11.94,-4.36,-8.48,-876.22,-3.67,,True
-1,27,-6.93,2.92,3,0.61,-131.34,19.76,4.11,23.82,-7.47,11.62,-528.22,3.2,-7.07,False
-0,30,-7.8,2.28,3,0.83,-101.34,19.74,3.72,24.12,-6.17,3.86,-516.22,1.12,,False
-1,57,-6.84,2.82,3,1.02,-113.34,19.68,4.11,19.94,-8.44,1.58,-484.22,1.38,,True
-1,183,-8.2,3.36,3,0.54,-152.34,20.12,6.36,19.36,-5.65,3.72,-506.22,1.02,,False
-4,825,-3.55,27.9,30,5.35,138.66,31.36,-6.39,14.96,-5.68,-2.94,-526.22,-3.34,-5.3,False
-3,39,-6.85,2.3,3,0.93,-134.34,19.96,3.45,21.36,-6.13,0.94,-540.22,3.21,-7.31,True
-1,96,-8.07,2.78,3,0.74,-83.34,20.38,6.99,19.34,-5.95,2.48,-518.22,1.63,-8.61,True
-1,6,-7.01,2.36,3,0.19,-137.34,20.24,5.91,19.82,-5.82,2.74,-466.22,2.92,-8.07,True
-4,705,-2.45,15.9,30,6.4,138.66,35.06,-9.09,10.1,-6.22,-5.92,-526.22,-1.44,,False
-1,126,-7.02,0.98,3,0.67,-140.34,20.56,8.82,19.98,-5.76,1.54,-530.22,0.87,-8.26,True
-14,870,-3.33,24.2,30,7.95,-236.34,28.06,4.41,12.62,-4.54,-3.46,-526.22,-2.8,,False
-1,30,-6.98,1.82,3,0.7,-77.34,19.72,11.82,20.88,-6.55,0.44,-496.22,0.69,,False
-1,21,-6.98,4.18,3,0.54,-92.34,19.16,14.85,20.42,-7.43,3.94,-464.22,0.86,,False
-24,180,-3.49,15.5,30,6.7,-326.34,29.26,-4.86,13.74,-6.03,-7.26,-726.22,-0.67,-6.65,False
-14,840,-1.75,12.9,30,6.7,48.66,36.66,-10.5,12.86,-6.24,-7.78,-496.22,-4.02,,True
-24,390,-3.76,18.4,30,6.15,-131.34,29.96,-6.24,14.24,-4.07,-6.48,-586.22,-2.95,-5.66,False
-14,600,-3.12,10.6,30,7.35,-281.34,33.06,-9.63,10.44,-4.86,-8.82,-596.22,-3.44,-8.03,True
-1,78,-7.9,3.68,3,1.05,-146.34,19.82,14.1,20.02,-5.84,4.22,-514.22,2.57,-8.41,True
-24,285,-2.9,11.9,30,5.95,-146.34,32.26,-6.99,12.12,-4.28,-7.4,-826.22,-1.77,,False
